id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	recension_note	flag_off	note
SA_K10_bsu023_u	Madhyamakaśālistambasūtra	-13	1st-2nd c. CE (Mahāyāna sūtra core; no independent Sanskrit MS — text reconstructed from quotations)	-50	200	medium	Schoening, The Śālistamba-sūtra and its Indian Commentaries (1991); Nakamura, Indian Buddhism (1980)	cleaned_Salistamba-sutra and its Indian Commentaries_Jeffrey Davis Schoening, 1991.txt	Schoening: no independent Sanskrit recension survives; the 'Madhyamaka-śālistamba-sūtra' (the form printed by Vaidya in the Mahāyānasūtrasaṃgraha) is itself a Sanskrit reconstruction assembled chiefly from 7th-c. śāstra quotations (~90% of the text). The sūtra belongs to the earliest stratum of Mahāyāna; earliest Chinese (T708) is mid-3rd c. CE, a terminus ante quem for the content, not for our reconstructed Sanskrit. Dated here to the early-Mahāyāna composition layer the reconstruction represents.	False	Reconstructed Sanskrit, not a single witnessed recension; early-Mahayana core. cur_med ~0 within range.
SA_K10_bsu024_u	Mahāsannipātaratnaketudhāraṇīsūtra [Ratnaketuparivarta, Ratnaketudhāraṇīsūtra]	218	5th-6th c. CE (Gilgit Sanskrit recension)	400	650	low	N. Dutt, Ratnaketuparivarta, Gilgit Manuscripts IV (1959) — the Gilgit recension; on Gilgit MSS date cf. Sander (6th-7th c.)	cleaned_Ajanta. History and Development. Vol, II, Arguments About Ajanta_Walter M. Spink, 2006.txt	Dutt's edition in Gilgit Manuscripts IV is the same Gilgit Sanskrit recension as Kurumiya's. The Gilgit MSS are palaeographically 6th-7th c. CE; the Sanskrit recension attested there is later than the work's earliest layer (Mahāsaṃnipāta material has 5th-6th c. Chinese renderings). Date refers to the extant Gilgit Sanskrit recension, not the earliest layer behind the current median of 218. Low confidence given thin library coverage.	True	Same Gilgit recension as ratnakeu; later than current-median layer; low confidence.
SA_K10_bsu025_u	Nairātmyaparipṛcchāmahāyānasūtra	742	ca. 8th-10th c. CE (extant Nepalese Sanskrit recension)	700	1000	low	Tucci, Rin chen bzaṅ po (Tib. tr. by Kamalagupta & Rin-chen-bzang-po, 958-1055); Li Rongxi, Lives of Great Monks (Chin. tr. by Sūryakīrti)	cleaned_Tucci_Rin chen bzaṅ po.txt	Short Mahāyāna sūtra ('Sūtra of a Nirgrantha Inquiring into Non-ego'). The Tibetan translation by Kamalagupta with Rin-chen-bzang-po (958-1055) dates ca. 1000 CE, and the Chinese (Taishō 1643) by Sūryakīrti is Song-period (mid-11th c.) — both LATE, giving a terminus ante quem ~1000 for some version. The extant Sanskrit we edit (Vaidya, from Nepalese MSS) is the late-medieval Nepalese transmission of this sūtra; an early-8th-c. date (cur_med 742) is at best the upper edge of the composition window.	False	Sanskrit attested late (Tib. ~1000, Chin. Song); cur_med 742 within plausible composition window, kept; low confidence
SA_K10_bsu026_u	Pratītyasamutpādamahāyānasūtra	687	7th-8th c. CE (short Mahāyāna dhāraṇī-sūtra; Nepalese Mahāyānasūtrasaṃgraha recension)	600	800	low	Scherrer-Schaub (cited in Almogi, Rong-zom-pa's Discourses on Buddhology 2009)	cleaned_Almogi_Rong zom pa's Discourses on Buddhology.txt	A short Mahāyāna sūtra built around the 'ye dharmā hetuprabhavā' / pratītyasamutpāda-hṛdaya formula, addressed to Avalokiteśvara — distinct from the early āgama Pratītyasamutpādasūtra. Our text is Vaidya's edition from the Nepalese Mahāyānasūtrasaṃgraha; this proto-tantric short dhāraṇī-sūtra type is relatively late (7th-8th c.). Library has no recension-specific date, so confidence is low.	False	Short late-Mahāyāna dhāraṇī-sūtra; ~7th-8th c.; cur_med within range, low confidence.
SA_K10_bsu031	Śālistambasūtra	-11	1st-2nd c. CE (Mahāyāna sūtra core; no independent Sanskrit MS — reconstructed from quotations)	-50	200	medium	Schoening, The Śālistamba-sūtra and its Indian Commentaries (1991)	cleaned_Salistamba-sutra and its Indian Commentaries_Jeffrey Davis Schoening, 1991.txt	Identical situation to bsu023: Vaidya's printed Sanskrit (Mahāyānasūtrasaṃgraha) is a reconstruction from quotations, not an independently transmitted Sanskrit recension. The sūtra is among the earliest Mahāyāna works; earliest Chinese T708 mid-3rd c. CE is a terminus ante quem for the content. Dated to the early-Mahāyāna composition layer the reconstruction represents.	False	Reconstructed Sanskrit; early-Mahayana core. cur_med ~0 within range.
SA_K10_bsu032_u	Sukhāvatyamṛtavyūha [Sukhāvatī(amṛta)vyūhasūtra], the Smaller Sukhāvatīvyūha	113	extant Sanskrit (Nepalese) recension, several centuries after the 2nd-3rd c. CE original; ed. text reflects late transmission, c. 4th-7th c. CE or later	300	700	medium	Nattier, 'The Indian Roots of Pure Land Buddhism' (Pacific World); Gómez, Land of Bliss (1996)	cleaned_Nattier_The Indian Roots of Pure Land Buddhism.txt	Composition of the shorter Sukhāvatīvyūha is placed in NW India c. 2nd-3rd c. CE (Kumārajīva's Chinese tr. early 5th c. = terminus ante quem for an early form). Our Vaidya 1961 text descends from the late Nepalese Sanskrit recension first edited by Müller-Nanjio (1883); Nattier states the surviving Sanskrit MSS postdate the Chinese by several centuries. Date here is the extant Sanskrit recension, NOT the 2nd-c. original.	True	cur_med ~113 dates the lost original; our edition is the much later Nepalese Sanskrit recension.
SA_K10_bsu034_u	Samādhirājasūtra	375	5th-6th c. CE (Nepalese-MSS recension; Vaidya edition)	425	575	medium	Nakamura, Indian Buddhism (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Nakamura's chronology of versions: (1) earliest Chinese (not before 400 CE); (2) Narendrayaśas's Chinese + the Gilgit MS; (3) Tibetan; (4)-(5) Nepalese MSS B then A. Vaidya's edition (BST 2) rests on the LATE Nepalese-manuscript recension, the most developed/expanded form, downstream of the Gilgit MS (c. 5th-6th c.) and the 557 CE Chinese terminus. So our edition reflects the 5th-6th c. (and later-copied) Nepalese recension, not the pre-400 earliest layer.	True	cur_med 375 reflects an early layer; the Vaidya Nepalese recension is later, c. 5th-6th c. Corrected to 425-575.
SA_K10_bsu036_u	Saddharmapuṇḍarīkasūtra	101	ca. 4th-5th c. CE (developed Nepalese Sanskrit recension, Vaidya ed.)	350	500	medium	Nakamura, Indian Buddhism (1980); Karashima, Who Composed the Lotus Sutra; on recensions	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Vaidya 1960 prints the NEPALESE recension (Kern-Nanjio type), the latest and fullest textual form, with the developed/interpolated Devadatta chapter and expanded dhāraṇī/avadāna material. The core sūtra (chs. up to XXII) was complete by ~200 CE in the Central Asian (oldest) line, but the fully expanded Nepalese recension that our edition follows represents a later redactional stage (4th-5th c. and after); date this developed Nepalese Sanskrit recension, not the 1st-2nd c. proto-Lotus.	True	Median 101 (range -100 to 200) dates the early/proto layer; the extant Nepalese Sanskrit recension (Vaidya) is the latest expanded form. Off by >75y.
SA_K10_bsu037_u	Sarvatathāgatādhiṣṭhānavyūhasūtra	633	5th-7th c. CE (extant Gilgit Sanskrit recension)	450	700	low	Dutt, Gilgit Manuscripts I (74); Gilgit MS dating in Hinüber (per Apple, Receptacle of the Sacred); Hamar, Faith in Buddhism	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Duplicate of SA_K10_n526u (same Mahāyāna dhāraṇī-vyūha sūtra, same Dutt Gilgit edition). Our text = Gilgit Sanskrit recension; the Gilgit corpus dates c. 6th-7th c. CE, dating the recension we have. No separately recoverable earlier layer.	False	Same work/edition as n526u; cur_med 633 within Gilgit window. Low confidence.
SA_K10_bsu039_u	Triskandhasūtra	230	3rd-4th c. CE (composition of the confession liturgy; extant Nepalese Sanskrit recension later)	250	450	low	Pagel, The Bodhisattvapiṭaka (1995); Apple, Jewels of the Middle Way (2019)	cleaned_Jewels of the Middle Way  Madhyamaka Legacy of Atisa and His Early Tibetan Followers_James B  Apple, 2019.txt	The Mahāyāna 'three-section' confession liturgy (pāpadeśanā, anumodanā, pariṇāmanā) with the 35 buddhas. The Triskandhaka is cited in Śāntideva's Śikṣāsamuccaya, the Ugraparipṛcchā and Vimaladattāparipṛcchā, and listed in the Mahāvyutpatti; a short Triskandhaka was rendered into Chinese by Jñānagupta (6th c.). The composition of the core liturgy is plausibly 3rd-4th c. CE, but OUR edition (M.B. Shakya 2000, Buddhist Himalaya X.1) rests on a transmitted NEPALESE Sanskrit MS, a much later witness of the text; the library offers no recension-specific date, hence low confidence.	False	35-buddha confession liturgy; cited by Śāntideva; Nepalese Skt recension undatable precisely; current median ~230 kept (within plausible range).
SA_K10_bsu045_u	Saṃghāṭa Sūtra	353	5th-6th c. CE (extant Gilgit Sanskrit recension)	425	550	medium	Schopen/Granoff-Shinohara vol. (Sins and Sinners, 2012) on the Gilgit Sanskrit MSS and Canevascini's 5th-c. Khotanese terminus	cleaned_Sins and Sinners. Perspectives from Asian Religions_Phyllis Granoff and Koichi Shinohara, ed, 2012_A.txt	Hinüber's critical edition rests on the SANSKRIT manuscripts found at Gilgit, which date to the 5th-6th c. CE; Schopen stresses there is no fixed Urtext, the text being fluid across its many copies. The underlying composition predates the first-half-5th-c. Khotanese translation (Canevascini), but our edited object is the Gilgit Sanskrit recension itself, hence 5th-6th c.	True	Gilgit Sanskrit recension 5th-6th c.; median 353 low by ~120y.
SA_K10_bsu061_u	Vimalakīrtinirdeśasūtra [Vimalakīrtinirdeśa]	136	1st-2nd c. CE (composition; our text is a modern Sanskrit retranslation from Tibetan)	1	150	medium	Lamotte 1962 (introd. p.293) via Nakamura 1980; edition = Joshi & Pāsādika, CIHTS Sarnath 1981 (reconstruction)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	This GRETIL/DSBC text (Joshi & Pāsādika 1981) is NOT a manuscript but a modern Sanskrit 'restoration' from the Tibetan version (de Jong: 'Bhikkhu Pāsādika also restored the Sanskrit text of the Vimalakīrtinirdeśasūtra from the Tibetan version'). The Tibetan reflects the same 1st-c.-CE composition (Lamotte); the reconstruction's wording is 20th-c. but represents that recension. Dated to the underlying text, with low certainty because the Sanskrit is editorial.	False	Modern reconstruction from Tibetan; underlying text 1st c. CE; cur_med 136 consistent.
SA_K10_dbsu1-4u	Daśabalasūtra	473	5th-7th c. CE (extant Central Asian Sanskrit recension)	400	700	medium	Holz, The Bhadrakarātrī-sūtra: Apotropaic Scriptures in Early Indian Buddhism; ed. Waldschmidt, Sanskrithandschriften aus den Turfanfunden	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Our text is Waldschmidt's edition of the Sarvāstivāda Sanskrit Daśabalasūtra from the Turfan finds. The canonical core (Majjhima/Saṃyukta-āgama, with Pāli/early parallels far older) lacks the rakṣā/mantra material; the protective layer that defines OUR recension was added only in Central Asia. The Turfan Sanskrit witnesses are post-Gupta Brāhmī manuscripts of the 5th-8th c.; the rakṣā-expanded Central Asian recension is dated here, not the early āgama layer.	False	cur_med 473 falls within the Central-Asian recension window; not off by >75y.
SA_K10_divav29u	Aśokāvadāna	154	2nd c. CE (Aśokāvadāna narrative; Mūlasarvāstivāda Sanskrit, in the later Divyāvadāna anthology)	100	200	medium	Strong, The Legend of King Aśoka, Princeton 1983 (cited in Reynolds & Carbine, The Life of Buddhism)	cleaned_Reynolds and Carbine_The_Life_of_Buddhism.txt	Our text is Avadāna 29 of the Divyāvadāna (Mukhopadhyaya 1963). Strong dates the Aśokāvadāna narrative itself to the 2nd c. CE (NW India / Mathurā milieu). The Divyāvadāna ANTHOLOGY into which it is embedded is a later Mūlasarvāstivāda compilation (Rotman: 'stories written in Sanskrit from the early centuries of the Common Era,' closely tied to the Mūlasarvāstivāda-vinaya), so the framing collection is 3rd-4th c. or later, but the Aśokāvadāna unit our item isolates is the 2nd-c. text. Dated to that unit.	False	Aśokāvadāna 2nd c. CE narrative (Strong); cur_med 154 consistent.
SA_K10_divav33u	Śārdūlakarṇāvadāna	208	2nd-4th c. CE (story-cycle 2nd-3rd c.; extant Sanskrit recension Gupta-period, transmitted in the Divyāvadāna)	100	400	medium	Nakamura (1980) on the Mātaṅgī-sūtra/Śārdūlakarṇa material and its 3rd-c. Chinese translation; Rotman, Divine Stories Part 2 (2017) and Schopen (1997) on the Divyāvadāna / Mūlasarvāstivāda-vinaya recension	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	The core Śārdūlakarṇa/Mātaṅgī narrative (with its jyotiṣa/astronomical section) had a version translated into Chinese already in the 3rd c., giving a 2nd-3rd c. terminus for an early layer. But OUR Sanskrit is the recension embedded in the Divyāvadāna anthology, which draws heavily on the Mūlasarvāstivāda-vinaya (Schopen/Rotman: Kuṣāṇa-to-Gupta redaction) and survives only through a single 17th-c. Nepalese manuscript (Bendall). The extant Sanskrit recension is therefore Gupta-period or later even though the story is older; range widened to span the early layer through the anthology's redaction. Not flagged off: the 2nd-3rd c. content date (current median 208) is well supported by the 3rd-c. Chinese parallel, though the surviving Sanskrit is later.	False	Early story-cycle (Chinese 3rd c.); extant Sanskrit is later Divyāvadāna/MSV recension. Median within range.
SA_K10_divyav_u	Divyāvadāna	331	4th-6th c. CE (compiled Sanskrit collection, MSV-vinaya based)	300	550	low	A. Rotman, Divine Stories (2017); C. Prebish, Survey of Vinaya Literature (1994)	cleaned_Survey of Vinaya Litterature_Prebish, 1994.txt	A composite anthology: individual stories range from the early centuries CE (Rotman: 'written in Sanskrit from the early centuries of the Common Era'), but the bulk is drawn from / shares the Mūlasarvāstivāda-vinaya, and the collection as a compiled whole, in our Cowell-Neil / Vaidya recension based on late Nepalese MSS, is later. Date the compiled collection (mid-1st millennium), not the oldest individual avadānas.	False	Compiled MSV-related avadana anthology; Nepalese-MSS recension; cur_med 331 within range.
SA_K10_dvavims_tu	Dvāviṃśatyavadānakathā	597	medieval, c. 11th–12th c. CE (Nepalese avadānamālā compilation)	1000	1150	medium	J. H. Tatelman, Translation and Study of the Pūrṇāvadāna (1988), on the late avadānamālā group; Okada 1993 ('ein mittelalterlicher … Text')	cleaned_Translation and Study of the Purnavadana_Joel Howard Tatelman, 1988.txt	Not an early avadāna text: it belongs to the 'much later avadānamālā' group (with Kalpadrumāvadānamālā, Aśokāvadānamālā etc.), late compilations that recycle the Avadānaśataka and other sources within the Upagupta-to-Aśoka frame. Okada's own subtitle calls it a medieval ('mittelalterlicher') Nepalese devotional text. Comparable garlands (e.g. Bhadrakalpāvadāna) are placed by Speyer 'eleventh century C.E. at the earliest'; the 597 CE median is centuries too early for this medieval recension.	True	Late/medieval avadānamālā compilation, c. 11th c.+, not 6th.
SA_K10_dvtasutu	Devatāsūtra	413	2nd-4th c. CE ((Mūla)sarvāstivāda Sanskrit recension, Gilgit fragments)	100	400	low	A. Mette, Zwei kleine Fragmente aus Gilgit (1981); contextualized by Nakamura, Indian Buddhism (1980)	cleaned_Pali Literature…Canonical Literature in Prakrit and Sanskrit of all Hinayana Schools of Buddhism_K. R. Norman, 1983.txt	Our text is Mette's edition of the Gilgit Sanskrit fragments (input Klaus Wille), i.e. the (Mūla)sarvāstivāda canonical recension. The Pāli Devatā-saṃyutta parallel is several centuries older; the surviving Sanskrit recension preserved in the Gilgit manuscript find (6th-7th c. MSS) reflects the school's settled Sanskrit canon of roughly the 2nd-4th c. CE — date the Sanskrit recension, not the early-canonical layer.	False	Library lacks recension-specific dating; range from genre/recension context, cur_med 413 plausible.
SA_K10_ekottaru	Ekottarāgama [Ekottarāgamasūtra]	-12	5th-7th c. CE (extant Sanskrit = Gilgit manuscript; Sarvāstivāda/Mūlasarvāstivāda recension)	400	700	medium	Nattier, A Few Good Men (2003) and Williams (ed.), Buddhism: Critical Concepts vol.8, on Gilgit MS date; edition: Tripāṭhī, Ekottarāgama-Fragmente der Gilgit-Handschrift (1995)	cleaned_Few Good Men. Bodhisattva Path according to The Inquiry of Ugra (Ugrapariprccha)_Jan Nattier, 2003.txt	Our edition is Tripāṭhī's transcription of the GILGIT Sanskrit Ekottarāgama fragments, palaeographically c. 5th-7th c. CE (commonly the 6th c.). The āgama CONTENT goes back to early, pre-sectarian oral transmission (hence the early cur_med), but the cardinal rule requires dating the extant Sanskrit Gilgit recension, which is half a millennium or more later than the canonical content. Distinct from the Chinese T125 Ekottarika-āgama (Anālayo: that collection received later, partly Chinese, additions).	True	cur_med -12 dates the early oral content; corrected to the extant Gilgit Sanskrit MS (6th c.).
SA_K10_jnalokau	Jñānālokālaṃkāra sūtra [Sarvabuddhaviṣayāvatārajñānālokālaṃkāra nāma mahāyānasūtra]	355	ca. early 4th c. CE original; extant Sanskrit = Nepalese/Tibetan-transmitted Mahāyāna recension	290	425	medium	Nakamura, Indian Buddhism: A Survey with Bibliographical Notes (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Nakamura dates the ORIGINAL composition to the beginning of the 4th c. CE. The text was rendered into Chinese repeatedly from the early 6th c. (Tanyao/Dharmaruci) onward, giving termini ante quem for some version. The Kimura et al. 2004 Sanskrit edition rests on Nepalese/Tibetan-area manuscripts (this tathāgatagarbha-influenced sūtra circulated in Nepal), so the extant Sanskrit recension is later than the 4th-c. ur-text; range widened to cover redaction down to ~5th c.	False	Original early-4th c.; extant Skt recension somewhat later. Median 355 within range.
SA_K10_kathinau	Kaṭhināvadāna	698	post-1200 CE (Nepalese Buddhist Sanskrit avadāna/vrata literature)	1200	1600	medium	Tuladhar-Douglas, Remaking Buddhism in Medieval Nepal	cleaned_Tuladhar-Douglas_Remaking Buddhism in Medieval Nepal.txt	The Kaṭhināvadāna is a Nepalese vrata-avadāna (Newar Buddhist Sanskrit, NBS) text. While the kaṭhina robe-ceremony is an ancient vinaya institution (cf. Kathinavastu, BCE-early CE), the surviving Kaṭhināvadāna as a metrical avadāna narrative belongs to the late metric avadāna-collection genre composed in Nepal in Sanskrit after c. 1200 CE. The dsbc text is this late Newar recension, NOT the early vinaya kaṭhina material. Range left open-ended to the late medieval/early modern Nepalese tradition.	True	cur_med 698 is wildly early (>500y): conflates the ancient kaṭhina institution with the late Newar avadāna. Corrected to post-1200 CE NBS literature; median ~1400.
SA_K10_kbavk10u	Garbhāvakrāntyavadāna	995	1052 CE (Kṣemendra's Avadānakalpalatā)	1027	1077	high	Wood, Indic Visual Jātakamālās (2005); Hahn ed. (1997)	cleaned_Buddha and the Shape of Belief. Indic Visual Jatakamalas, vol.1_Leela Aditi Wood, 2005.txt	Pallava 10 of Kṣemendra's Bodhisattvāvadānakalpalatā, a firmly dated authored work (Kashmir, completed 1052 CE). Although the avadāna narrative (Buddha's teaching on entering the womb, cf. Garbhāvakrānti-sūtra of the Mūlasarvāstivāda) is far older, OUR text is Kṣemendra's 11th-c. poetic re-composition (Hahn's edition from the Tanjur), so dated to 1052.	False	cur_med 995 off by ~57y (within 75y threshold); not flagged but tightened to 1052.
SA_K10_kbavk93u	Sumāgadhāvadāna [Sumāgadhāvadānasūtra]	996	1052 CE (no. 93 of Kṣemendra's Avadānakalpalatā)	1027	1077	high	Nakamura, Indian Buddhism: A Survey with Bibliographical Notes (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Our text is chapter/pallava no. 93 (Sumāgadhāvadāna) of Kṣemendra's Avadānakalpalatā (Vaidya ed. vol. II), not the older independent Sumāgadhāvadāna prose recension. The Sumāgadhā story is ancient (Pāli/early Chinese parallels), but THIS Sanskrit text is Kṣemendra's 1052 CE versification within the AKL — date the 11th-c. recension, not the older legend.	False	Kṣemendra recension = AKL 1052; older Sumāgadhā legend not the date.
SA_K10_klpdrapu	Kalpadrumāvadānamālā	1129	medieval Nepalese period (c. 11th-15th c. CE)	1000	1500	low	Tatelman, Translation and Study of the Pūrṇāvadāna, 1988 (citing Speyer); Nariman, Literary History of Sanskrit Buddhism, 1919	cleaned_Translation and Study of the Purnavadana_Joel Howard Tatelman, 1988.txt	Anonymous versified avadānamālā: a later metrical, Mahāyānized re-elaboration of prose narratives drawn from the Avadānaśataka and related sources. The PROSE source layer is centuries older, but our text is the medieval Nepalese verse recension transmitted in the Nepalese MS tradition (DSBC e-text). Scholarship does not fix a precise century, so a broad medieval Nepalese range is retained.	False	No recension-specific date in library; broad range kept, cur_med 1129 within it. Low confidence.
SA_K10_mahama_u	Mahāmantrānusāriṇī	491	9th-10th c. CE (extant Sanskrit Pañcarakṣā recension)	800	1100	medium	Holz, The Bhadrakarātrī-sūtra (citing Hidas); ed. Skilling, Mahāsūtras I (1994) / GRETIL	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Our Mahāmantrānusāriṇī is the Sanskrit Pañcarakṣā text that, per Hidas, REPLACED the earlier Mahāmantrānudhāri found in the proto-Pañcarakṣā collection (Tibetan-translated ~800 CE, Ldan dkar ma catalogue). It therefore reflects a later stage of the collection's transmission: the Sanskrit Pañcarakṣā emerged after the proto-collection and the oldest surviving Indian Pañcarakṣā manuscripts date to ~1100 CE. The earlier protective-verse material it shares (e.g. with the Mahāvastu/svasti-gāthās) is far older, but OUR Sanskrit recension is the post-800, pre-1100 replacement text.	True	cur_med 491 dates an early layer; the extant Sanskrit replacement recension is 9th-10th c. (median ~900), off by >400y.
SA_K10_maivy_pu	Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra]	366	extant Sanskrit recension from Gilgit + Nepalese MSS, ca. 6th-9th c. CE (text composed earlier, by ~3rd-4th c.)	450	700	medium	Lamotte, History of Indian Buddhism (1988/1958); Lévi, Maitreya le Consolateur (1932); Hartmann's composite edition; Gilgit MS dating per von Hinüber	cleaned_History of Indian Buddhism_Etienne Lamotte, 1988 (1958).txt	Hartmann's text is a CONSTITUTED edition collating three Sanskrit witnesses: the Gilgit MS (6th-7th c.; Majumder/Dutt), the Calcutta MS (Lévi 1932), and the Kathmandu/Nepalese MS (Ishigami 1989, considerably later). The underlying Maitreya prophecy is old (early Chinese versions ca. 303-402 CE), but the surviving Sanskrit witnesses constituting THIS edition span the 6th-9th c.; the edited Sanskrit recension is therefore far later than the median, not 3rd-4th c.	True	Composite Skt edition from 6th-9th c. MSS, much later than median 366 (off >75y); corrected upward.
SA_K10_mkarmviu	Mahākarmavibhaṅga	325	3rd-5th c. CE (extant Nepalese-MSS Sanskrit recension)	200	450	low	S. Lévi, Mahākarmavibhaṅga (1932); H. Nakamura, Indian Buddhism (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	A Sarvāstivāda-affiliated discourse with old canonical parallels (Pāli, Tocharian/Kuchean, early Chinese) reflecting an early core. Our text is Lévi's edition based on late Nepalese manuscripts, an expanded Sanskrit recension; date the developed Sanskrit version (early-mid 1st millennium), not the earliest layer attested by the parallels.	False	Sarvastivada sutra; Nepalese-MSS recension; cur_med 325 within range.
SA_K10_n206u	Avikalpapraveśadhāraṇī	464	3rd-4th c. CE (early Yogācāra dhāraṇī-sūtra)	250	375	low	inferred from Yogācāra reception: source of Maitreya's Dharmadharmatāvibhāga and commented by Kamalaśīla (Brunnhölzl, Mining for Wisdom within Delusion, 2013; Mathes, Fine Blend, 2015)	cleaned_Mining for Wisdom within Delusion. Maitreya's Distinction between Phenomena and Nature ..Dharmadharmatavibhanga_Karl Brunnholzl, 2013.txt	The library has no statement explicitly dating the composition; the date is inferred from reception. The Avikalpapraveśa(/Nirvikalpapraveśa)dhāraṇī is an early Yogācāra dhāraṇī-sūtra that underlies the Dharmadharmatāvibhāga (Maitreya/Asaṅga corpus, ~4th c.) and was given a ṭīkā by Kamalaśīla (8th c.), giving an early-Yogācāra terminus ante quem (~4th c.). The Matsuda critical Sanskrit edition rests on a single Sanskrit MS, but the text predates the developed Yogācāra śāstras. Confidence low: no recension-specific century in the local library.	True	cur_med 464 is later than the early-Yogācāra terminus ante quem; lowered to 3rd-4th c., but confidence low (no library date) so not a firm correction.
SA_K10_n260u	Arthaviniścayasūtra	411	3rd-5th c. CE (digest of Sarvāstivāda/Mūlasarvāstivāda āgama categories)	250	450	low	Samtani, The Arthaviniścaya-sūtra & its Commentary (Nibandhana), 1971	cleaned_Sanskrit Texts from Giuseppe Tucci’s Collection. Part I_Francesco Sferra, ed, 2008.txt	Samtani's critical edition of the same non-Mahāyāna doctrinal digest (root sūtra; the Nibandhana commentary by Vīryaśrīdatta is later, c.8th c., and is NOT this item). The root text draws on Sarvāstivāda/MSV āgama formulas and is compiled in the early centuries CE; no sharp recension date in the library, so confidence is low. (Same work as bsu005_u, Vaidya ed.)	False	Root sūtra (not the later Nibandhana); cur_med 411 within broad range
SA_K10_n262u	Āryānityatāsūtra	536	5th-7th c. CE (Sanskrit Mūlasarvāstivāda recension)	400	700	low	Sasaki 1971 (Tridaṇḍaka-Anityatāsūtra of the Mūlasarvāstivāda), cited in Silk, Managing Monks; Schopen, Bones Stones and Buddhist Monks on the date of extant Sanskrit MSV sources	cleaned_Bones, Stones and Buddhist Monks..Archaeology, Epigraphy and Texts of Monastic Buddhism in India_Gregory Schopen, 1997.txt	A short Mūlasarvāstivāda canonical sūtra on impermanence/death (the 'Tridaṇḍaka-Anityatāsūtra'). The doctrine is old, but our extant Sanskrit recension belongs to the Central Asian/Gilgit MSV manuscript corpus, which Schopen dates no earlier than the 5th c. The library gives no edition-specific date for this DSBC text, so bounds are broad and confidence low.	False	MSV short sūtra; Sanskrit recension 5th-7th c., median ~536 sits within broad band
SA_K10_n267u	Āryasaṃghāṭasūtra	338	5th-6th c. CE (Gilgit Sanskrit recension)	400	600	low	Nakamura, Indian Buddhism (1980); von Hinüber & Kudo Gilgit edition; general Gilgit-MS dating (6th-7th c.)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Our edition is the GILGIT Sanskrit recension (von Hinüber & Kudo), the text underlying the DSBC e-text. The Gilgit MSS are paleographically 6th-7th c.; an early Chinese translation (Upaśūnya, 538 CE) and an Old Khotanese version attest some version earlier, but date here is the Gilgit Sanskrit recension we have, not the earliest layer. Library has no recension-specific monograph, hence low confidence.	False	cur_med 338 is early for the Gilgit recension but defensible as a composition estimate; no firm recension date in library to force >75y change.
SA_K10_n269u	Āryatriratnānusmṛtisūtra	657	None	None	None	none	no recension-specific scholarship located in library	cleaned_Chandra_Materials for a History of Tibetan Literature.txt	Short liturgical 'Recollection of the Three Jewels' sūtra (buddhānusmṛti formula tradition, cf. Pāli Ratana-sutta), preserved in Sanskrit and with a Tibetan-canonical commentary (Kamalaśīla). The workitem has no printed edition recorded and the library yields no recension-specific date for the Sanskrit text, so no year is asserted.	False	Devotional formula sūtra; no datable recension evidence in library. Date null.
SA_K10_n2942u	Saddharmasmṛtyupasthānasūtra	335	3rd-4th c. CE (extant Sanskrit recension, ch. 2)	250	400	high	Daniel M. Stuart, A Less Traveled Path (diss. 2012, basis of the 2015 edition), §1.3 'The Date of the Saddharmasmṛtyupasthāna(sūtra)'	cleaned_Less Traveled Path. Meditation and Textual Practice in Saddharmasmrtyupasthana (yogacara)_Daniel Malinowski Stuart, 2012.txt	Stuart edits ch. 2 of the Sanskrit text directly (our DSBC e-text follows his edition). The recension represented by the three extant witnesses (Skt MS, Tibetan, Chinese) was 'more or less fixed' by the 542-543 CE Chinese translation (terminus ante quem); composed after the Mahāvibhāṣā (~150 CE) and before Vasubandhu (350/360-430/440). Date is the Sanskrit recension itself, not earlier Āgama-derived material it absorbs.	False	cur_med 335 sits squarely in Stuart's 3rd/4th-c. window; no change.
