id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	note
SA_MB_YogavaasisthaSampurnamIIORGHK	Yogavāsiṣṭha, Part 6, with Tātparyaprakāśa	1165	10th-11th c. CE (text)	900	1100	medium	Mallinson & Singleton 2017, Roots of Yoga	cleaned_Roots of Yoga_James Mallinson, Mark Singleton, 2017.txt	Mokṣopāya base text, 10th-11th c.; commentary Tātparyaprakāśa is later (c. 17th-18th c.). Changed: text predates current median by ~165y.
SA_MB_Yvaasistha1vairaagyaprakaranamHK	Yogavāsiṣṭha, Part 1 (Vairāgyaprakaraṇa), with Tātparyaprakāśa	1165	10th-11th c. CE (text)	900	1100	medium	Mallinson & Singleton 2017, Roots of Yoga	cleaned_Roots of Yoga_James Mallinson, Mark Singleton, 2017.txt	Underlying text = Kashmirian Mokṣopāya, 10th-11th c.; dated here rather than the much later Tātparyaprakāśa commentary by Ānandabodhendra Sarasvatī (c. 17th-18th c., no library date found). Changed: text predates current median by ~165y.
SA_MB_YvaasisthaBmumuksuvyavaharaprakaranamHK	Yogavāsiṣṭha, Part 2 (Mumukṣuvyavahāraprakaraṇa), with Tātparyaprakāśa	1169	10th-11th c. CE (text)	900	1100	medium	Mallinson & Singleton 2017, Roots of Yoga	cleaned_Roots of Yoga_James Mallinson, Mark Singleton, 2017.txt	Mokṣopāya base text, 10th-11th c.; commentary much later. Changed: text predates current median by ~169y.
SA_MB_aagamapraamaanyamHK	Āgamaprāmāṇya	993	late 10th-early 11th c. CE	950	1040	medium	Standard Yāmuna floruit (Potter, Encyclopedia of Indian Philosophies; Pāñcarātra scholarship)	cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Genuine work of the Śrīvaiṣṇava teacher Yāmunācārya (c. 10th-11th c.), defending Pāñcarātra Āgama. Library confirms author but gives no narrower date; retained 950-1040. No change.
SA_MB_aasaucadiipikaaHK	Āśaucadīpikā	1166	16th c. CE	1500	1600	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Vedajñānaguru II of Cidambaram is firmly placed in the 16th c. by Sanderson; his Āśaucadīpikā is a 16th-c. Śaiva Siddhānta ritual/expiation work. Changed: ~384y later than current median (1166).
SA_MB_acintyavisvasadakhyaHK	Acintyaviśvasādākhyam	712	10th c. CE (pre-11th, post early Siddhānta āgamas)	900	1000	low	Goudriaan/Brunner, in Ritual and Speculation in Early Tantrism (Padoux festschrift, 1992); Flood, Tantric Body (2006)	cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Late Śaiva Siddhānta Upāgama 'born from paddhatis'; Somaśambhu (11th c.) follows it line-by-line, so terminus ante ~11th c. No precise date in library; estimate 10th c. Midpoint 950 vs cur_med 712 differs >100y -> changed.
SA_MB_advayataarakopanisatHK	Advayatārakopaniṣad	630	12th-15th c. CE	1100	1500	low	White, Yoga in Practice (2012)	cleaned_White_Yoga in Practice.txt	Advayatāraka is one of the brief mantra-/nāda-yoga Yoga Upaniṣads; listed in the South Indian collection. The Yoga-Upaniṣad corpus is N.Indian 800-1300 / S.Indian 1300-1500; Advayatāraka is generally treated as a later medieval Yoga Upaniṣad. Current median 630 far too early; only catalogue-level mentions in library, hence low confidence.
SA_MB_agamakalpalataHK	Āgamakalpalatā	767	None	None	None	none	no specialist dating found in library		Only a bare mention in the Encyclopedia of Tantra; no datable scholarship. Yadunātha Cakravartī is a Bengali Smārta-Tantric digest author conventionally placed ca. 16th-17th c., but no source read confirms this.
SA_MB_agnikaaryapaddhatiHK.	Agnikāryapaddhati	697	None	None	None	low	Sanderson (Meaning in Tantric Ritual / Hindu Tantric Chaplains) cites it only as a Kashmirian Śāradā MS source	cleaned_Sanderson_Meaning in tantric ritual.txt	A Kashmirian Śaiva ritual paddhati known only from manuscripts; a paddhati (post-scriptural digest, here post-Somaśambhu/Svacchanda usage) so necessarily medieval (likely 11th-13th c.), but no firm composition date is given in the library. Left null (low).
SA_MB_ahirbudhnyasamhitaVol1HK	Ahirbudhnyasaṃhitā, Volume 1	799	10th c. CE or later	925	1050	medium	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Pāñcarātra saṃhitā. Sanderson dates it AFTER Utpaladeva (fl. c. 925), since it draws on Kashmirian Śākta non-dualism; thus 10th c. or later, considerably later than the machine date of 799. Changed.
SA_MB_ahirbudhnyasamhitaa2HK	Ahirbudhnyasaṃhitā, Volume 2	855	11th-12th c. CE	1025	1175	high	Sanderson, History through Textual Criticism (re-dating against Schrader's 8th c.)	cleaned_Sanderson_History through textual criticism.txt	Pāñcarātra saṃhitā. Sanderson overturns Schrader's 8th-c. dating: it postdates Kṣemarāja (early 11th c.) and draws on Abhinavagupta and Kashmirian Śaiva nondualism, so 11th-12th c. Major change from cur_med 855.
SA_MB_akulaviiratantramHK	Matsyendranātha: Akulavīratantra	988	12th-13th c. CE	1100	1300	medium	White 2003, Kiss of the Yogini	cleaned_Kiss of the Yogini. Tantric Sex in its South Asian Contexts_David Gordon White, 2003.txt	White dates this specific Akulavīratantra (ascribed to Mīnasahajānanda) to 12th-13th c., distinct from the mid-11th c. Kaulajñānanirṇaya. Changed >100y from current median.
SA_MB_amrtabinduupanisatHK	Amṛtabindūpaniṣad	856	9th c. CE	800	900	medium	White (tr.), Yoga in Practice 2012 (Yoga Upaniṣads chapter)	cleaned_White_Yoga in Practice.txt	Earliest of the northern Yoga Upaniṣads (800-1300 corpus); placed early in the range, ~9th c. Original title Brahmabindu.
SA_MB_amrtanaadopanisatHK	Amṛtanādopaniṣad	874	9th-13th c. CE	800	1300	low	J. C. Ruff in D. G. White (ed.), Yoga in Practice, 2012	cleaned_White_Yoga in Practice.txt	Yoga Upaniṣad of the early ('bindu/nāda') cluster (Eliade groups Amṛta-/Nāda-bindu together). Ruff's 9th-13th c. range applied; brackets median 874.
SA_MB_amsumatkaasyapaamgamaHK	Aṃśumatkāśyapāgama	564	c. 9th-12th c. CE (later Śaiva Siddhānta Āgama)	800	1200	low	Einoo & Takashima eds. 2005 (From Material to Deity), citing the Aṃśumadāgama as a Saiddhāntika scriptural source	cleaned_From Material to Deity. Indian Rituals of Consecrations_Einoo & Takashima, ed., 2005.txt	Kāśyapa-affiliated South-Indian Śaiva Siddhānta pratiṣṭhā/śilpa Āgama (Aṃśumat/Aṃśumadbhedāgama). Library has no firm date; such ritual/iconographic Āgamas are generally placed among the later Siddhānta scriptures (Sanderson groups the southern Āgamas after the early Niśvāsa corpus). Broad range; not the 6th c. machine date.
SA_MB_aniruddhasamhitaaHK	Aniruddhasaṃhitā	713	None	None	None	none	no match in reference-literature/		Pāñcarātra saṃhitā; no Aniruddhasaṃhitā dating (Rastelli/Smith/Czerniak) present in library. Date unverified; cur_med likely a machine artifact.
SA_MB_anuttaraprakasapancasikaHK	Anuttaraprakāśapañcāśikā	798	None	None	None	none	no dating scholarship located (Potter lists author as date-unknown)	cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Potter's bibliography files Ādyanātha under prefix 'DU' = Date Unknown; no century given. A short Kashmiri Śaiva nondualist hymn (KSTS, ed. with Bodhapañcadaśikā). No specialist date in library; left null.
SA_MB_aryamanjusrimulakalpa2HK	Āryamañjuśrīmūlakalpa, Part 2	583	8th c. CE (core; whole spans early 8th-11th c.)	700	800	medium	Wallis 2002, Mediating the Power of Buddhas (citing Przyluski & Matsunaga)	cleaned_Mediating the Power of Buddhas. Ritual in the Manjusrimulakalpa_Glenn Wallis, 2002.txt	Layered/composite text; chapters span early 8th to 11th c. (Mmk 1-3 added ~11th c. per Przyluski). 8th c. working estimate for the body; Part 2 not separately dated. Midpoint 750 vs 583 -> changed.
SA_MB_aryamanjusrimulakalpa3HK	Āryamañjuśrīmūlakalpa, Part 3	558	8th c. CE (stratified, core 8th c.)	700	800	medium	Wallis 2002, Mediating the Power of Buddhas; cf. Delhey, Textual Sources of the MMK	cleaned_Mediating the Power of Buddhas. Ritual in the Manjusrimulakalpa_Glenn Wallis, 2002.txt	MMK is a stratified compilation; Wallis gives working estimate 8th c. (Pāla era), with partial Chinese translations from early 8th c. (Delhey). Later strata reach 10th-11th c.; 8th c. is the consensus for the core.
SA_MB_ascaryayogamalaHK	Āścaryayogamālā	898	None	None	None	none	no specialist dating of this title in library; only related Rasaratnākara discussed	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Alchemical/rasaśāstra work, not a tantra. The library discusses the alchemist Nāgārjuna's Rasaratnākara but contains no dating statement for the Āścaryayogamālā itself; the legendary 'alchemist Nāgārjuna' attribution is not chronologically reliable. No source read gives a date; current median kept, confidence none.
SA_MB_asesakulavallariHK	Aśeṣakulavallarī	779	None	1500	1800	none	No dating scholarship found in library; only off-list / muktalib7 catalogue references in src		Kaula/Srividya digest (paddhati) by the named author Gaṇananāthabhaṭṭa, hence a relatively late-medieval/early-modern compilation, not an early scripture. Library has no specialist date; bounds are a rough author-type estimate. cur_med 779 implausibly early for a named nibandha.
SA_MB_bhagavadgiitaa_ramakanthaHK	Bhagavadgītā	922	10th c. CE	900	1000	high	Watson 2006, The Self's Awareness of Itself (Bhaṭṭa Rāmakaṇṭha a tenth-century Kashmiri Saiddhāntika)	cleaned_Self's Awareness of Itself Bhatta Ramakantha's Arguments Against the Buddhist Doctrine of No-Self_Alex Watson, 2006.txt	Dated item is Rāmakaṇṭha's Śaiva (Sarvatobhadra) commentary on the Gītā, not the Gītā itself; Bhaṭṭa Rāmakaṇṭha II fl. 10th c. Kashmir.
SA_MB_bhagavadgitavirashaivabhashyamHK	Bhagavadgītā (Vīraśaiva-bhāṣya)	1002	post-12th c. CE (Vīraśaiva commentary)	1200	1500	low	N. N. Bhattacharyya, History of the Tantric Religion (Vīraśaiva movement dating)	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	This item is a Vīraśaiva-bhāṣya COMMENTARY on the Gītā, not the root text. The Vīraśaiva (Liṅgāyat) tradition begins 12th c. (Basava); such Gītā commentaries (e.g. Śrīpati tradition) are 13th–15th c. Root Gītā itself is c. 2nd c. BCE–2nd c. CE (no library dating). Current median 1002 is a misplaced placeholder.
SA_MB_bhavachudamaniHK	Bhāvacūḍāmaṇi	1000	c. 1000 CE (late 10th–early 11th c.)	975	1025	high	Sanderson, History through Textual Criticism (in: Les sources et le temps / IFP)	cleaned_Sanderson_History through textual criticism.txt	Vidyākaṇṭha = pupil of Bhaṭṭa Rāmakaṇṭha (fl. c. 950–1000) and contemporary of Abhinavagupta; Bhāvacūḍāmaṇi is his comm. on the Mayasaṃgraha. Dating unchanged.
SA_MB_bhogakarikaHK	Sadyojyoti: Aṣṭaprakaraṇa — Bhogakārikā	715	7th-8th c. CE	600	800	high	Watson 2006, The Self's Awareness of Itself, ch. 'The Date of Sadyojyotis'; following Sanderson	cleaned_Self's Awareness of Itself Bhatta Ramakantha's Arguments Against the Buddhist Doctrine of No-Self_Alex Watson, 2006.txt	Bhogakārikā explicitly listed among Sadyojyotis's works; Sanderson favours earlier (7th c.) on doctrinal grounds. Midpoint 700 ~ current 715, no major change.
SA_MB_bhutasuddhitantra-HK	Bhūtaśuddhitantra	781	13th-16th c. CE	1250	1600	low	Padoux Festschrift (Goudriaan ed. 1992) cites it only via the late Tantrasamgraha digest; no independent dating in library	cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Late Sakta tantra transmitted within nibandha/digest literature; no explicit scholarly date in library. Corpus-based estimate; cur_med 781 too early.
SA_MB_bhuvanesvarimahastotramHK	Bhuvaneśvarīmahāstotra	802	None	None	None	none	none found in library		Śākta hymn to Bhuvaneśvarī (one of the ten Mahāvidyās). Mahāvidyā cult is attested in late/medieval east-Indian Śākta corpus (Sanderson), suggesting a later date than 802, but no source dates THIS stotra or its author Pṛthvīdhara. The Pṛthvīdhara in Bendall is a Mṛcchakaṭika commentator, probably a different person. No supported bounds.
SA_MB_bodhapancadasikaaHK	Abhinavagupta: Bodhapañcadaśikā	999	c. 975-1025 CE	975	1025	high	Sanderson, The Śaiva Age (2009)	cleaned_Sanderson_The Śaiva Age.txt	Short Trika doctrinal work by Abhinavagupta; dated by his floruit.
SA_MB_brahmasandhanaHK	Brahmasandhāna	512	None	None	None	none	none found		No scholarship dating this title found in the library under either diacritic or ASCII-folded forms. No date assigned.
SA_MB_brahmavidyaopanisatHK	Brahmavidyā Upaniṣad	863	14th-16th c. CE	1300	1600	medium	Mallinson & Singleton 2017, Roots of Yoga (citing Bouy 1994, Les Nātha-yogin et les Upaniṣads)	cleaned_Roots of Yoga_James Mallinson, Mark Singleton, 2017.txt	A Yoga Upaniṣad; per Bouy 1994 the corpus borrows wholesale from hathayoga texts and postdates hatha's formative period, so it is centuries later than the machine date of 863.
SA_MB_brhannilatantram-HK	Bṛhannīlatantra	691	late medieval (c. 15th-17th c. CE)	1400	1700	medium	Sanderson, The Śaiva Age (2009); Kinsley, Tantric Visions of the Divine Feminine (1998)	cleaned_Sanderson_The Śaiva Age.txt	Late east-Indian/Assamese Śākta scripture of the ten-Mahāvidyā (Toḍala/Nīla) corpus, adding Kāmākhyā of Assam; this Mahāvidyā/Kāmākhyā stratum is late medieval, well after the 15th-c. Sarvānandanātha milieu Sanderson describes.
SA_MB_brhattantrasaaraHK	Kṛṣṇānanda Āgamavāgīśa: Bṛhattantrasāra	1568	late 16th–early 17th c. CE	1575	1625	medium	Goudriaan (ed.), Ritual and Speculation in Early Tantrism (Padoux festschrift), 1992	cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Bengali Śākta ritual digest (Tantrasāra). Festschrift assigns it to the 17th c.; the common compromise (Kṛṣṇānanda fl. c. 1580–1600) gives a late-16th/early-17th c. range. Midpoint 1600 vs median 1568 = ~32y, not a >100y change.
SA_MB_candrajnaanaagamaHK	Candrajñānāgama (Vīraśaiva recension)	845	before c. 1000 CE (underlying Śaiva tantra); Vīraśaiva recension 12th c. or later	700	1000	low	Sanderson, History through Textual Criticism (Candrajñāna excerpted by Hṛdayaśiva of Mālava, c. 1000); Vīraśaiva context 12th c. (Basava)	cleaned_Sanderson_History through textual criticism.txt	Candrajñāna is a Śaiva tantra of unknown affiliation cited (thus pre-dating) Hṛdayaśiva's c.1000 compilation. The specifically Vīraśaiva recension is a later (12th c.+) redaction. Bounds bracket the underlying tantra.
SA_MB_candrajnanaHK	Candrajñānāgama (Candrajñāna)	511	7th-9th c. CE (Śaiva, pre-10th c.)	600	900	low	Sanderson, History through Textual Criticism (Śaiva Tantras known to early Kashmirian exegetes Abhinavagupta/Kṣemarāja, fl. c.975-1025)	cleaned_Sanderson_History through textual criticism.txt	Śaiva scripture (affiliation uncertain in Sanderson) attested as known to/quoted by the early Kashmirian exegetes, so terminus ante quem c.10th c.; no precise composition date in library. Range is corpus-level inference, hence low confidence.
SA_MB_candrajnanagamaHK	Candrajñānāgama (Candrajñāna)	699	8th-10th c. CE	700	1000	low	Sanderson, History through Textual Criticism (Śaiva Siddhānta scripture list)	cleaned_Sanderson_History through textual criticism.txt	Śaiva Siddhānta scripture (one of the Siddhāntāgamas), affiliation 'unknown' per Sanderson; known to the early Kashmirian exegetes (terminus ante quem c. 1000, Abhinavagupta/Kṣemarāja). No precise specialist date in library; broad 8th-10th c. Current median within range.
SA_MB_carcastavaHK	Carcāstava	1070	None	None	None	none	no specialist dating found; library has only Pañcastavī book-title references (Encyclopedia of Tantra; skt-en-mono)	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Kashmiri Śākta/Śrīvidyā hymn-pentad of uncertain date; no scholarly consensus in this library, retaining traditional ~11th c. placement only as machine estimate, not grounded.
SA_MB_cidgaganacandrika-HK	Śrīvatsa: Cidgaganacandrikā	1111	late 11th-early 12th c. CE	1075	1150	medium	Encyclopedia of Tantra (Santideva 1999), Krama lineage of Hrasvanātha c.1025-1075	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Krama commentary on Kramastotra of Siddhanātha; author indebted to Hrasvanātha (c.1025-75), predates Maheśvarānanda. Consistent with current median.
SA_MB_cinmantramaliniHK	Cinmantramālinī	1535	None	None	None	none	none found		No specialist dating located in the library for this title or its attribution to Prakāśānanda. Retain machine estimate; unverified.
SA_MB_cinmayadiksavidhanamHK	Cinmayadīkṣāvidhāna	764	None	None	None	none	no specialist dating found in reference-literature/		Ritual initiation (dīkṣā) manual, Muktabodha digital-library source. No scholarly dating located in the library; cannot date responsibly.
SA_MB_darsanopanisatHK	Darśanopaniṣat (Darśana / Jābāladarśana Upaniṣad)	1031	late, post-15th c. (14th-18th c.)	1300	1800	medium	Bouy 1994 (Les Nātha-yogin et les Upaniṣads); Mallinson & Singleton, Roots of Yoga 2017	cleaned_Roots of Yoga_James Mallinson, Mark Singleton, 2017.txt	CHANGED >100y: the Darśanopaniṣad is a late Yoga Upaniṣad that borrows wholesale from haṭha texts and postdates the Haṭhapradīpikā (15th c.); Bouy/Mallinson place the corpus in the 14th-18th c. cur_med 1031 far too early. Not a tantra proper.
SA_MB_dattatreyabodhaHK	Dattātreyabodha	679	late (Dattātreya/Nātha-Avadhūta corpus), c. 13th-17th c. CE	1200	1700	none	no specific dating; Dattātreya as Tantric/Yoga figure prominent from c. 12th-13th c. (Mallinson 2003; Freschi-Maas)		No scholarship in library dates this specific text. Dattātreya becomes a tantric/yoga deity-author only from c. 12th c. (Dattātreyayogaśāstra ~13th c., Mallinson). The Dattātreyabodha is a minor late attribution; no sourced date, confidence none.
SA_MB_devinamalavilasaHK	Devīnāmavilāsa	1644	early-mid 17th c. CE	1610	1670	low	Hanneder, 'Sāhib Kaul's presentation of Pratyabhijñā philosophy in Devīnāmavilāsa' (title only in Potter Encyclopedia bibliography)	cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Library has no explicit date statement, only a study title attributing the work to Sāhib Kaul; Kashmiri Śākta author of early-mid 17th c. Range kept consistent with current median.
SA_MB_dhyanaratnavaliHK	Dhyānaratnāvali	828	None	None	None	none	no occurrence in library		No hit anywhere in reference-literature/. No source read; left null.
SA_MB_diiksaadarsaHK	Dīkṣādarśa	1540	second half of 16th c. CE	1550	1600	high	Sanderson 2009, The Śaiva Age (works of Vedajñānaguru II)	cleaned_Sanderson_The Śaiva Age.txt	Śaiva Siddhānta initiation manual by Nigamajñānadeśika (Vedajñāna II), Cidambaram; one of the works in which late Āgamas are first cited. Sanderson dates it to the latter half of the 16th c.
SA_MB_diiksaapaddhatiHK	Dīkṣāpaddhati	840	11th-13th c. CE	1000	1300	low	Sanderson, The Śaiva Age (Śaiva dīkṣā-paddhati genre; Kalādīkṣāpaddhati of Manoda/Manodadatta, Somaśambhupaddhati ~1100)	cleaned_Sanderson_The Śaiva Age.txt	Generic Śaiva initiation manual (paddhati); no dated identification of this specific Muktabodha/HK transcription. Paddhati genre flourishes 11th-13th c. (after Somaśambhu). Date uncertain.
SA_MB_diiksaaprakaasaHK	Dīkṣāprakāśa	775	20th c. CE (modern)	1900	1975	low	authorial attribution (Raghunandanaprasāda Śukla); no ancient dating in library		Modern compilation/initiation manual by the named modern editor-author Raghunandanaprasāda Śukla (Woodroffe-era Hindi Tantra milieu), not an early tantra. The Encyclopedia chapter-list near 'Dīkṣāprakāśa' belongs to a different Kashmiri work. Not a medieval text; date is modern.
SA_MB_diiksottaraHK	Dīkṣottara	926	relatively late Niśvāsa layer, c. 7th–9th c. CE	650	900	low	Goodall (Kirana/Parakhya ed., in skt-en-mono); Sanderson 2009, The Saiva Age	cleaned_Sanderson_The Śaiva Age.txt	Uttara(ottara)sutra layer of the Nisvasa corpus; Goodall ranks it 'a relatively late date' alongside Kirana/Matanga/Parakhya. Niśvāsa Mūlasūtra is 450-550 but Dīkṣottara is a later addition. No firm century in library; range estimated. Current median 926 likely too late.
SA_MB_durgarcanasrtiHK	Durgārcanasmṛti	741	None	None	None	none	no specialist dating found in library		Sakta Durga-worship smrti/digest from shivashakti.com (Mike Magee); attributed to a modern editor Laksminarayana Goswami. No scholarly dating in library; likely a late/modern Sakta liturgical compilation, not an early tantra.
SA_MB_dvisatikaalottaramHK	Dviśatikālottara	981	7th-9th c. CE	600	900	low	Goodall (ed. Śatika Kālajñāna) and Sanderson; Kālottara among earliest Śaiva Siddhānta scriptures, pre-10th-c. commentators	cleaned_Sanderson_History through textual criticism.txt	One of the short non-eclectic Kālottara recensions; Kālottara is an early Saiddhāntika scripture (early Nepalese ms; commented by Rāmakaṇṭha 10th c.). Far earlier than current median 981 — CHANGED.
SA_MB_gitarthasamgrahaHK	Bhagavadgītā (Gītārthasaṃgraha)	854	c. 975-1025 CE	975	1025	high	Sanderson, The Śaiva Age 2009 (dates of Abhinavagupta)	cleaned_Sanderson_The Śaiva Age.txt	Despite the 'Bhagavadgītā' label, this file is Abhinavagupta's Gītārthasaṃgraha commentary on the Gītā, not the epic Gītā itself. Dated by Abhinavagupta's floruit, c. 1000 CE; far later than cur_med 854.
SA_MB_goraksagutikaHK	Gorakṣaguṭikā	760	12th-13th c. CE	1100	1300	medium	Mallinson, Khecarīvidyā (2003) and White, Yoga in Practice / Sinister Yogis: Nāth haṭha corpus (Gorakṣaśataka group) tied to Gorakṣanātha and the 13th-c. emergence of the Nāth Siddhas	cleaned_Yoga Powers_Knut A. Jacobsen, 2012_a.txt	Haṭhayoga text of the Gorakṣa(śataka/Vivekamārtaṇḍa) corpus attributed to Gorakṣanātha; oldest mss are late and composition is post-1100. cur_med 760 too early; midpoint moves +440y (>100).
SA_MB_guhyasamaajatantraHK	Guhyasamājatantra	645	mid 8th c. CE	725	775	high	Davidson 2002, Indian Esoteric Buddhism: A Social History of the Tantric Movement	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Foundational yoga/Mahayoga tantra; Davidson dates composition to mid-8th c. (materials 'unassailably from the eighth century'). Machine date 645 ~110y too early.
SA_MB_gurustutiratnavaliHK	Gurustutiratnāvalī	1743	18th c. CE	1700	1799	none	no dating found in library (only an unrelated modern pandit 'Govinda Kaula' in Sanderson's chaplains article)	cleaned_Sanderson_Hindu tantric chaplains.txt	The only 'Govinda Kaula' hit is a 19th-c. Kashmiri pandit working with Grierson, NOT this author. No specialist dating of the Gurustutiratnāvalī in library; 18th-c. range retained from current median (cf. cited Brill IIJ / McGill sources outside library).
SA_MB_haharavatantraHK	Hāhārāvatantra	695	None	None	None	none	no specialist dating found in library		No genuine scholarship on this minor Śākta tantra in reference-literature/ (only a spurious 'ardhahārāvasāne' substring match). No grounded date; null.
SA_MB_hamsasaraHK	Haṃsasāra	604	None	None	None	none	no specialist dating found in library		Obscure Śākta/Niruttara-tantra text (src: shivashakti.com/niruttar). No scholarly dating located; only false-positive hits on the compound haṃsa-sārasa in poetry. Consensus null.
SA_MB_hamsopanisadHK	Haṃsa Upaniṣad	902	c. 1200 CE	1175	1225	medium	White 2011, Yoga in Practice (introduction to the Yoga Upaniṣads)	cleaned_White_Yoga in Practice.txt	Late (Yoga) Upaniṣad. White places the North Indian Yoga Upaniṣads 800-1300 CE and dates the Haṃsa specifically to 'around 1200', notably later than current median ~902. Midpoint 1200 vs 902 = +298y, changed.
SA_MB_hathayogapradiipikaaHK	Haṭhayogapradīpikā	1444	15th c. CE	1400	1500	medium	multiple secondary sources (Yoga Powers, Jacobsen 2012; White, Yoga in Practice)	cleaned_Yoga Powers_Knut A. Jacobsen, 2012_a.txt	Consistently dated 15th c. (Mallinson school); matches current median. Compilation of older āsana/haṭha verses.
SA_MB_hayasirsapancaraatramHK	hayaśīrṣapañcarātra	958	c. 8th-10th c. CE	700	1000	low	Einoo & Takashima eds. 2005, From Material to Deity (Pancaratra liturgy / Agni Purana connection)	cleaned_From Material to Deity. Indian Rituals of Consecrations_Einoo & Takashima, ed., 2005.txt	Pancaratra samhita liturgically tied to Agni Purana material; library gives no precise date, only an early-to-mid medieval Pancaratra horizon. Range kept broad.
SA_MB_iisaanagurudevapaddhati-III-HK	Īśānaśivagurudeva: Īśānaśivagurudevapaddhati, Volume 3	1113	early-mid 12th c. CE	1100	1175	medium	Flood, gavin-flood; ISP follows the 11th-c. Somaśambhupaddhati	cleaned_gavin-flood.txt	Vol 3 of the same paddhati. Consistent with current median.
SA_MB_iisaanasivagurudevapaddhati4HK	Īśānaśivagurudevapaddhati, Volume 4	1110	early-mid 12th c. CE	1100	1175	medium	Flood, gavin-flood; ISP follows the 11th-c. Somaśambhupaddhati	cleaned_gavin-flood.txt	Same work as vols 1-3; single Kerala paddhati of Īśānaśiva, post-Somaśambhu. Consistent with current median.
SA_MB_iisvarapratyabhijnakaumudiHK	Bhaṭṭāraka Sundara: Īśvarapratyabhijñākaumudī	1053	late commentary (post-13th c.)	1200	1500	low	Torella, ed. Isvarapratyabhijnakarika of Utpaladeva (skt-en-mono)	cleaned_skt-en-mono.txt	Commentary (kaumudi) on Utpaladeva's Pratyabhijnakarika, written to supply the missing end of Utpaladeva's vrtti. Torella characterizes it as a LATE South-Indian commentary; no precise date given, so broad post-13th c. range.
SA_MB_isaanagurudevapaddhati-II-HK	Īśānaśivagurudeva: Īśānaśivagurudevapaddhati, Volume 2	1109	early-mid 12th c. CE	1100	1175	medium	Flood, gavin-flood (bhūtaśuddhi study); ISP follows the 11th-c. Somaśambhupaddhati	cleaned_gavin-flood.txt	Kerala Saiddhāntika paddhati; quotes/follows Somaśambhu (1073 CE) so placed after, early-mid 12th c. Consistent with current median.
SA_MB_isvarapratyabhijnavimarsinivyakhyaHK	Īśvarapratyabhijñāvimarśinīvyākhyā	1029	late 17th c. CE	1675	1700	high	Ratié, On the relationship between Buddhist and Śaiva idealisms (citing Sanderson 2007, 422)	cleaned_Ratié_On the relationship between Buddhist and Śaiva idealisms.txt	CHANGED >100y: this is the Bhāskarī, Bhāskarakaṇṭha's late-17th-c. commentary on Abhinavagupta's ĪPV, NOT an 11th-c. work. Potter lists him in the DU (c.18th c.) group. cur_med 1029 far too early.
SA_MB_janmamaranavicaaraHK	Janmamaraṇavicāra	1086	11th-12th c. CE	1000	1200	low	Potter, Encyclopedia of Indian Philosophies vol.1 (bibliographic index); cf. Nemec study (src)	cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Library gives no precise date; Vāmadeva placed after Abhinavagupta (fl. c.1000) by his Vivṛti on the Paramārthasāra, so a Kashmirian 11th-12th c. author. Consistent with current median; kept broad.
SA_MB_jayakhyasamhitaHK	Jayākhyasaṃhitā	715	9th c. CE	800	900	medium	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Sanderson re-dates this Pāñcarātra saṃhitā LATER than the old 8th-c. (Wallis) or 5th-7th-c. views, as dependent on the mature Śaiva Mantramārga. Midpoint 850 vs 715 -> within 100, not counted as changed.
SA_MB_jnaanakaarikaaHK	Matsyendranātha: Jñānakārikā	930	9th–10th c. CE	800	1000	low	White 2003, Kiss of the Yogini (Yoginikaula/Matsyendra texts); Harper & Brown 2002	cleaned_Kiss of the Yogini. Tantric Sex in its South Asian Contexts_David Gordon White, 2003.txt	Jñānakārikā is a Yoginikaula-school text of Matsyendranatha's circle; library dates the Kaulajñananirnaya/Matsyendra corpus to 9th-10th c. (White), Matsyendra placed early 10th c. (Dan Martin). No dating of Jñānakārikā by title found; inferred from the school. Current median 930 consistent.
