type	arg1	arg2	arg3	note
anchor	SA_GS40_vrasrscu	1200	1350	[medium] Rasaratnasamuccaya (Wikipedia (Rasaratna Samuchaya); wisdo)
anchor	SA_MB_diiksaadarsaHK	1500	1599	[medium] vedajñāna: dīkṣādarśa (Goodall/Ganesan, IFP Pondicherry; Śaiv)
anchor	SA_GSP31_stk	900	1000	[medium] Sāṃkhyatattvakaumudī (Wikipedia (Vācaspati Miśra); standard )
anchor	SA_GE09_ram_03_u	-400	100	[medium] Rāmāyaṇa: 3. Araṇyakāṇḍa (Wikipedia (Ramayana); Goldman et al. c)
anchor	SA_GE09_ram_03pu	-400	100	[medium] Rāmāyaṇa: 3. Araṇyakāṇḍa (Wikipedia (Ramayana); Goldman et al. c)
anchor	SA_GP12_sivap7_u	800	1300	[low] Śiva-Purāṇa 7 [Vāyavīya-Saṃhitā] (Purāṇic chronology scholarship (Hazra;)
anchor	SA_GR14_visvaksu	600	1000	[low] Viṣvaksenasaṃhitā (Pāñcarātra Āgama scholarship (Smith, R)
anchor	SA_K08_bsu062_u	1300	1500	[medium] Guṇakāraṇḍavyūhasūtra (Studholme; Nepalese Buddhist Sanskrit )
anchor	SA_GK19_japa	1650	1720	[high] Jānaki Pariṇaya (Pandit project; Bibliography of the Sa)
anchor	SA_GS40_kalyanakaraka	780	840	[high] Kalyāṇakāraka (Research on Ugrāditya; Jain Ayurveda s)
anchor	SA_GS40_nitrrk_u	1200	1400	[medium] Rasaratnākara (Rasaśāstra scholarship (Oxford Bibliog)
anchor	SA_MB_vaarunapaddhatiHK	1500	1600	[low] varuṇaśivācārya: vāruṇapaddhati (Muktabodha / IFP Śaivasiddhānta paddha)
anchor	SA_GE07_mbh_09_u	-300	400	[medium] Mahābhārata: Śalyaparvan (Wikipedia (Mahabharata); standard epic)
anchor	SA_GK16_mamkprku	1050	1100	[high] Kāvyaprakaśa (Wikipedia / wisdomlib (Kāvyaprakāśa, M)
anchor	SA_GK16_mamkpb_u	1050	1100	[high] Kāvyaprakaśa (Wikipedia / wisdomlib (Kāvyaprakāśa, M)
anchor	SA_GK16_mamkavpu	1050	1100	[high] Kāvyaprakaśa (Wikipedia / wisdomlib (Kāvyaprakāśa, M)
anchor	SA_GR14_vaimp__u	300	500	[low] Vaikhānasamantrapraśna (Vaikhānasa studies (Caland, Gonda); Re)
anchor	SA_T06_asmahsuu	300	430	[high] Mahāyānasūtrālaṃkāra (Wikipedia (Asanga, Maitreya-natha); Yo)
anchor	SA_T06_bsa030_u	300	430	[high] Mahāyānasūtrālaṃkāra (Wikipedia (Asanga, Maitreya-natha); Yo)
anchor	SA_K01_abhisdhu	-100	200	[low] Abhisamācārikadharma (Karashima; Mahāsāṃghika-Lokottaravāda )
anchor	SA_MB_Sritattvacintamanii_16-End_HK	1570	1585	[high] pūrṇānanda: tattvacintāmaṇi chap (Bhattacharya ed.; tantric scholarship)
anchor	SA_GR14_ps27-43u	300	700	[low] Pauṣkara-Saṃhitā (wisdomlib; Pancaratra scholarship)
anchor	SA_K10_bsu036_u	-100	200	[high] Saddharmapuṇḍarīkasūtra (Wikipedia Lotus Sutra; Lopez, Tamura)
anchor	SA_GSP31_yuktdipu	600	800	[high] Yuktidīpikā (Wikipedia Yuktidīpikā)
anchor	SA_GR13_svact_pu	600	900	[medium] Svacchandatantra [Svacchandabhai (wisdomlib; Sanderson Śaiva tantra chro)
anchor	SA_GR14_ss4_krsu	1550	1598	[high] Ṣaṭsandarbha: 4. Kṛṣṇasandarbha (Wikipedia Sat Sandarbhas / Jīva Gosvām)
anchor	SA_GSP33_bbdip12u	-200	450	[low] Brahmasūtra: Adhyāya 1, Pāda 3 (Wikipedia Brahma Sutras)
anchor	SA_GSP33_bbdip13u	-200	450	[low] Brahmasūtra: Adhyāya 1, Pāda 3 (Wikipedia Brahma Sutras)
anchor	SA_GS24_varlghku	1600	1660	[high] Laghusiddhāntakaumudī [Laghukaum (Wikipedia Varadarāja)
anchor	SA_GK16_visah1	1300	1384	[high] Sāhityadarpaṇa (Wikipedia Viswanatha Kaviraja; P.V. Ka)
anchor	SA_K12_sarvttsu	650	750	[high] Sarvatathāgatatattvasaṅgraha [Sa (Wikipedia Tattvasaṃgraha Tantra; Sande)
anchor	SA_GP12_narsippu	400	700	[low] Narasiṃha-Purāṇa (Wikipedia Narasimha Purana; R.C. Hazra)
anchor	SA_T07_vabhdicu	450	600	[medium] Vibhāṣāprabhāvṛtti (Jaini, Abhidharmadīpa ed. (1959))
anchor	SA_GR14_ruphbr_u	1530	1555	[high] Haribhaktirasāmṛtasindhu (Wikipedia Rupa Goswami; Haberman)
anchor	SA_MB_kriyaakramadyotikaaHK	1150	1160	[high] aghorāśiva: krīyakramādyotikā (Goodall/Sanderson; gis-reseau-asie)
anchor	SA_K01_vinv06_u	1	400	[medium] Bhaiṣajyavastu (84000; BMSC scholarship)
anchor	SA_MB_saundaryalahariHK	700	1100	[low] śaṃkarācārya attributed to: saun (Wikipedia Saundarya Lahari; authorship)
anchor	SA_T02_n3011u	1600	1660	[medium] Laghukaumudīvyākaraṇa (Wikipedia Varadarāja)
anchor	SA_K05_adsp70-u	100	400	[medium] Aṣṭādaśasāhasrikā Prajñāpāramitā (84000; Wikipedia Large Prajñāpāramitā )
anchor	SA_K05_adsp55-u	100	400	[medium] Aṣṭādaśasāhasrikā Prajñāpāramitā (84000; Wikipedia Large Prajñāpāramitā )
anchor	SA_GS40_rajnighu	1200	1700	[low] Rājanighaṇṭu [Nighaṇṭurāja, Abhi (wisdomlib; AAM journal; PubMed (Naraha)
anchor	SA_T11_dhkpvsvu	550	660	[high] Pramāṇavārttikavṛtti [Pramāṇavār (Frauwallner; SEP Dharmakirti entry)
anchor	SA_MB_stutikusumaanjaliHK	1300	1500	[medium] jagaddhara bhaṭṭa: stutikusumāñj (Pandit database; Hanneder/Stainton sch)
anchor	SA_GSD36_visnu	700	1000	[high] Viṣṇusmṛti (Olivelle, The Law Code of Viṣṇu)
anchor	SA_GSD36_visnu_pu	700	1000	[high] Viṣṇusmṛti (Olivelle, The Law Code of Viṣṇu)
anchor	SA_GR14_ss2_bhgu	1540	1600	[high] Ṣaṭsandarbha: 2. Bhāgavatasandar (Wikipedia Sat Sandarbhas; Jiva Goswami)
anchor	SA_GSP33_ramgbhpu	1050	1137	[high] Bhagavadgītābhāṣya (Wikipedia/standard Rāmānuja biography)
anchor	SA_GR13_kubjt_pu	800	1099	[medium] Kubjikāmatatantra (Goudriaan-Schoterman critical edition;)
anchor	SA_MB_devinamalavilasaHK	1620	1680	[medium] kaula sahiba: devīnāmavilāsa (Sanderson; KSTS 63 edition; Kashmiri l)
anchor	SA_K10_bsu018_u	200	499	[medium] Sarvajñatākāradhāraṇī [Karuṇāpuṇ (Encyclopedia of Buddhism; Mahāyāna sūt)
anchor	SA_K10_sjdh_u	200	499	[medium] Sarvajñatākāradhāraṇī [Karuṇāpuṇ (Encyclopedia of Buddhism; Mahāyāna sūt)
anchor	SA_GR14_krdipc_u	1480	1540	[medium] Kramadīpikā (Keśava Kāśmīrī Bhaṭṭa biography (b. 14)
anchor	SA_T11_dhnyabpu	550	660	[high] Nyāyabinduprakaraṇa (SEP Dharmakirti; LC authority)
anchor	SA_GSP28_dhebta_u	970	1050	[medium] Hetubinduṭīkāloka (Buddhist logico-epistemology scholarsh)
anchor	SA_GR14_sadhdipu	1600	1660	[low] Sādhanādīpikā (Gaudiya Vaishnava ritual literature sc)
anchor	SA_GSP29_nysvbh1u	-150	450	[medium] Nyāyasūtra + Bhāṣya (Wikipedia Nyāya Sūtras; standard Indol)
anchor	SA_GSP29_nyaka	850	900	[medium] Nyāyakalikā (Wikipedia Jayanta Bhatta; critical edi)
anchor	SA_K10_bsu021_u	300	450	[medium] Saddharmalaṅkāvatārasūtra [Laṅkā (Wikipedia; Nakamura; Suzuki)
anchor	SA_MB_Pranatosini_4_KamyaKandaHK	1820	1821	[high] rāmatoṣaṇa compiler: prāṇatoṣiṇī (Standard catalogues; wisdomlib)
anchor	SA_GSP33_yaatsi_u	916	1040	[high] Siddhitraya: Ātmasiddhi (Wikipedia (Siddhitraya; Yamunacharya))
anchor	SA_T06_asmahsbu	270	380	[high] Mahāyānasūtrālaṅkāra (Wikipedia (Maitreya-nātha); Oxford Ref)
anchor	SA_K14_bsa052_u	100	499	[medium] Dharmasamuccaya [Saddharmasmṛtyu (Springer/academia (Saddharmasmṛtyupast)
anchor	SA_K03_psp_4u	-50	285	[medium] Pañcaviṃśatisāhasrikā Prajñāpāra (Wikipedia/Conze (Prajñāpāramitā litera)
anchor	SA_GK16_viprud_u	1295	1323	[high] Pratāparudrīya [Pratāparudrayaśo (Wikipedia/wisdomlib (Vidyānātha))
anchor	SA_GE09_ram_07_u	0	299	[medium] Rāmāyaṇa: 7. Uttarakāṇḍa (Wikipedia (Ramayana); scholarly consen)
anchor	SA_GE09_ram_05_u	-400	200	[medium] Rāmāyaṇa: 5. Sundarakaṇḍa (Wikipedia (Ramayana); Britannica)
anchor	SA_MB_sivadrstiHK	850	925	[high] somānanda: śivadṛṣṭi (Wikipedia (Somananda; Pratyabhijna))
anchor	SA_MB_maharthamanjariHK	1275	1325	[medium] maheśvarānanda: mahārthamañjarī (Springer/Cracow Indological Studies (M)
anchor	SA_MB_saaktaanandataramginiiHK	1500	1599	[medium] brahmānandagiri: śāktānandataraṅ (kamakotimandali / Shiva Shakti (Brahmā)
anchor	SA_MB_sarvollaasatantraHK	1400	1599	[low] sarvānanda: sarvollasatantra (Banglapedia; Sanderson)
anchor	SA_GK16_ujjvni_u	1500	1560	[high] Ujjvalanīlamaṇi (Oxford Reference (Rūpa Gosvāmī))
anchor	SA_K03_psp_5u	-50	285	[medium] Pañcaviṃśatisāhasrikā Prajñāpāra (Wikipedia/Conze (Prajñāpāramitā litera)
anchor	SA_GK19_bahcar4u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar5_pu	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar2u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar8u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar7u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar6u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_GK19_bahcar3u	606	647	[high] Harṣacarita (Wikipedia/Britannica (Bāṇabhaṭṭa))
anchor	SA_MB_hathayogapradiipikaaHK	1400	1499	[high] svātmārāma: haṭhayogapradīpikā (Wikipedia (Hatha Yoga Pradipika))
anchor	SA_K03_psp_6-8u	-50	285	[medium] Pañcaviṃśatisāhasrikā Prajñāpāra (Wikipedia/Conze (Prajñāpāramitā litera)
anchor	SA_GK19_bahcar	606	647	[high] Harṣacarita (Wikipedia/Britannica; Bāṇabhaṭṭa, cour)
anchor	SA_GS40_caraka_u	-100	200	[medium] Carakasaṃhitā (Meulenbeld HIML; Wikipedia)
anchor	SA_K03_psp_2-3u	0	300	[low] Pañcaviṃśatisāhasrikā Prajñāpāra (Nattier; Large Prajñāpāramitā scholars)
anchor	SA_K10_bsu045_u	100	549	[low] Saṃghāṭasūtra (Wikipedia/Encyclopedia of Buddhism; fi)
anchor	SA_K10_samghscu	100	549	[low] Saṃghāṭasūtra (Wikipedia/Encyclopedia of Buddhism; fi)
anchor	SA_K10_ratnakeu	100	299	[low] Mahāsannipātaratnaketudhāraṇīsūt (84000 Reading Room translation introdu)
anchor	SA_K10_bsu024_u	100	299	[low] Mahāsannipātaratnaketudhāraṇīsūt (84000 Reading Room translation introdu)
anchor	SA_MB_naresvarapariiksaaHK	675	725	[medium] sadyojyoti: nareśvaraparīkṣā (Wisdomlib; Sanderson/Watson scholarshi)
anchor	SA_GS40_grasht_u	800	1099	[medium] Rasahṛdayatantra (Wisdomlib; rasaśāstra literature surve)
anchor	SA_GE07_naray__u	100	500	[medium] Nārāyaṇīya = Mahābhārata 12.321-339 (Mokṣadharma/Śāntiparvan), late epic stratum c.3rd-4th c CE disputed; NOT Melpathur Nārāyaṇīyam(1586)
anchor	SA_MB_Pranatosini_3_ArthaKandaHK	1820	1821	[high] rāmatoṣaṇa compiler: prāṇatoṣiṇī (Wisdomlib; Aufrecht Catalogus Catalogo)
anchor	SA_MB_Pranatosini_1_SargaKandaHK	1820	1821	[high] rāmatoṣaṇa compiler: prāṇatoṣiṇī (Wisdomlib; Aufrecht Catalogus Catalogo)
anchor	SA_MB_Pranatosini_2_DharmaKandaHK	1820	1821	[high] rāmatoṣaṇa compiler: prāṇatoṣiṇī (Wisdomlib; Aufrecht Catalogus Catalogo)
anchor	SA_T06_abhsubhu	470	570	[medium] Abhidharmasamuccayabhāṣya (Wikipedia (Abhidharma-samuccaya); on S)
anchor	SA_MB_mantrakaumudiiHK	1500	1560	[low] devanātha thakkur: mantrakaumudi (Wikipedia/D.C. Bhattacharya History of)
anchor	SA_MB_kriyakramadyotikavyakhyaHK	1157	1300	[low] kacchapeśvaraśivācārya: kriyakra (Vishvasa/Indology archives; on Aghoraś)
anchor	SA_MB_LingadhaaranachandrikaHK	1500	1699	[low] nandikeśvara: liṅgadhāraṇacandri (Wisdomlib; MDPI Vīramāheśvara survey)
anchor	SA_MB_paratrimsikavivaranaHK	975	1025	[high] abhinavagupta: parātriśikāvivṛtī (Encyclopedia.com; Muller-Ortega/Singh)
anchor	SA_K10_divav33u	100	299	[medium] Śārdūlakarṇāvadāna (Wikipedia Divyāvadāna; DDB Mātaṅga-sūt)
anchor	SA_K01_vinv07_u	100	499	[medium] Cīvaravastu (Wikipedia Mūlasarvāstivāda; Springer C)
anchor	SA_GE09_ram_04_u	-400	200	[medium] Rāmāyaṇa: 4. Kiṣkindhākāṇḍa (Brockington; Wikipedia Ramayana)
anchor	SA_T11_n1226u	725	788	[high] Vādanyāyaṭīkā (Wikipedia Śāntarakṣita; encyclopediaof)
anchor	SA_K01_prmosubu	-200	300	[low] Prātimokṣasūtra (Wikipedia Pratimokṣa/Vinaya; Karmapa o)
anchor	SA_K01_prmosu_u	-200	300	[low] Prātimokṣasūtra (Wikipedia Pratimokṣa/Vinaya; Karmapa o)
anchor	SA_K01_prmosufu	-200	300	[low] Prātimokṣasūtra (Wikipedia Pratimokṣa/Vinaya; Karmapa o)
anchor	SA_K01_prmosulu	-200	300	[low] Prātimokṣasūtra (Wikipedia Pratimokṣa/Vinaya; Karmapa o)
anchor	SA_K01_bsu046_u	-200	300	[low] Prātimokṣasūtra (Wikipedia Pratimokṣa/Vinaya; Karmapa o)
anchor	SA_K10_bsu061_u	50	200	[high] Vimalakīrtinirdeśasūtra [Vimalak (Wikipedia Vimalakirti Sutra (Watson))
anchor	SA_K10_sf140_sc	50	200	[high] Vimalakīrtinirdeśasūtra [Vimalak (Wikipedia Vimalakirti Sutra (Watson))
anchor	SA_K01_vinv15_u	100	499	[medium] Śayanāsanavastu (Wikipedia Mūlasarvāstivāda; Index loco)
anchor	SA_K01_n2853u	100	499	[medium] Śayanāsanavastu (Wikipedia Mūlasarvāstivāda; Index loco)
anchor	SA_GE09_ram_01_u	-200	300	[medium] Rāmāyaṇa: 1. Bālakāṇḍa (Brockington; Wikipedia Ramayana)
anchor	SA_K06_bsu030_u	100	400	[low] Suvikrāntavikrāmiparipṛcchā  [Su (Wikipedia Prajnaparamita; Conze)
anchor	SA_GSP28_prakp05u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp08u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp14u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp03u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp09u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp10u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp06u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp02u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp04u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp12u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_GSP28_prakp01u	800	950	[medium] Prakaraṇapañcikā: Prakaraṇa 6 (Wikipedia Prabhākara; Philopedia Śālik)
anchor	SA_MB_tattvaprakasaHK	1010	1055	[high] bhojadeva: āṣṭaprakaraṇa tattvap (Wikipedia Bhoja; Oxford Reference)
anchor	SA_T02_n692u	750	900	[medium] Cakrasaṃvaratantra Vol. 2 (Wikipedia Cakrasamvara Tantra; David B)
anchor	SA_MB_saivaparibhasaHK	1500	1599	[high] śivāgrayogin: śaivasiddhāntapari (OCHS lecture; HathiTrust Śaivaparibhāṣ)
anchor	SA_GR14_ss3_paru	1550	1598	[high] Ṣaṭsandarbha: 3. Paramātmasandar (Wikipedia Sat Sandarbhas / Jiva Goswam)
anchor	SA_K14_mpsu_w_u	100	400	[low] Mahāparinirvāṇasūtra (Waldschmidt, Das Mahāparinirvāṇasūtra;)
anchor	SA_GSP33_madhanuu	1199	1317	[high] Anuvyākhyāna (Wikipedia/Britannica on Madhvacharya)
anchor	SA_MB_pancaratraraksa1HK	1268	1369	[high] vedāntadeśika: pāñcarātrarakṣā (Wikipedia, Vedanta Desika)
anchor	SA_GR13_pasupspu	400	550	[medium] Pāśupatasūtra (Wikipedia, Pashupata-sutra)
anchor	SA_GR13_pasupbhu	400	550	[medium] Pāśupatasūtra (Wikipedia, Pashupata-sutra)
anchor	SA_GSD36_narads_u	-100	400	[medium] Nāradasmṛti (Wikipedia (Lariviere ed.))
anchor	SA_GSD36_nars2_pu	-100	400	[medium] Nāradasmṛti (Wikipedia (Lariviere ed.))
anchor	SA_K07_bsu033_u	0	200	[medium] Sukhāvatīvyūha (Britannica/Encyclopedia of Buddhism)
anchor	SA_K07_sukhvylu	0	200	[medium] Sukhāvatīvyūha (Britannica/Encyclopedia of Buddhism)
anchor	SA_MB_sivaarcanacandrikaaHK	1520	1593	[high] appayadīkṣita: śivārcanacandrikā (Wikipedia, Appayya Dikshita)
anchor	SA_GSP31_iskgaudu	300	499	[high] Sāṃkhyakārikā [Sāṃkhyasaptati] (Wikipedia/Britannica, Samkhyakarika)
anchor	SA_GSP31_isvskaru	300	499	[high] Sāṃkhyakārikā [Sāṃkhyasaptati] (Wikipedia/Britannica, Samkhyakarika)
anchor	SA_GSP31_iskar_u	300	499	[high] Sāṃkhyakārikā [Sāṃkhyasaptati] (Wikipedia/Britannica, Samkhyakarika)
anchor	SA_GSP31_jaymangu	300	499	[high] Sāṃkhyakārikā [Sāṃkhyasaptati] (Wikipedia/Britannica, Samkhyakarika)
anchor	SA_T17_n2944u	1111	1112	[high] Viśvaprakāśa (wisdomlib (Maheshvara))
anchor	SA_K14_svabhupu	1400	1599	[low] Svayambhu Purāṇa (Wikipedia, Swayambhu Purana)
anchor	SA_MB_tantrasaaraHK	975	1025	[high] abhinavagupta: tantrasāra (Wikipedia, Abhinavagupta)
anchor	SA_MB_sivastotraavaliiHK	900	950	[high] utpaladeva: śivastotravalī (Wikipedia, Utpaladeva)
anchor	SA_GSP28_sastrdiu	1000	1199	[medium] Śāstradīpikā (Wikipedia/Britannica, Parthasarathi Mi)
anchor	SA_K09_bsu014_u	100	250	[medium] Daśabhūmikasūtra (wisdomlib (Har Dayal); Wikipedia Ten S)
anchor	SA_MB_paraanandasutraHK	850	1000	[low] parānanda muni: parānandasūtra (wisdomlib, Paranandasutra)
anchor	SA_GK19_padnscpu	990	1010	[high] Navasāhasāṅkacarita (Wikipedia (Nava-sahasanka-charita); wi)
anchor	SA_GK20_bhveni_u	650	750	[high] Veṇīsaṃhāra (wisdomlib (life/date of Bhaṭṭa-Nārāyaṇ)
anchor	SA_GK19_maghspvu	650	750	[high] Śiśupālavadha (wisdomlib (Shishupala-vadha study, dat)
anchor	SA_K10_vimkn_u	1	250	[medium] Vimalakīrtinirdeśa [Vimalakīrtin (Wikipedia (Vimalakirti Sutra); Britann)
anchor	SA_T11_bsa064_u	600	660	[high] Vādanyāya (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T11_dhkvadnu	600	660	[high] Vādanyāya (Stanford Encyclopedia of Philosophy (D)
anchor	SA_GSP29_nyabhu	860	960	[medium] Nyāyabhūṣaṇa (Wikipedia (Bhasarvajna); Library of Co)
anchor	SA_MB_maliniijayavartikaHK	975	1025	[high] abhinavagupta: mālinīvijayavārti (Wikipedia/Britannica (Abhinavagupta))
anchor	SA_MB_Tararahasyavrtti2HK	1500	1599	[medium] brahmānanda: tārārahasyavṛtti 2 (wisdomlib (Tārārahasya); Kamakoti Mand)
anchor	SA_T03_kamvchtu	740	795	[high] Prajñāpāramitāvajracchedikāṭīkā (Academia/DeGruyter (Kamalaśīla on the )
anchor	SA_MB_SpKaavrittivivrtiHK	825	900	[medium] kallaṭa bhaṭṭa: spandakārikā (Wikipedia (Vasugupta; Kashmir Shaivism)
anchor	SA_GK16_vcamkc_u	1350	1420	[medium] Camatkāracandrikā (Wikipedia (Vijayanagara literature; Re)
anchor	SA_GR13_kirtm_pu	500	799	[low] Kiraṇatantra (Goodall, Bhaṭṭa Rāmakaṇṭha's Commentar)
anchor	SA_GR13_kirtc_pu	500	799	[low] Kiraṇatantra (Goodall, Bhaṭṭa Rāmakaṇṭha's Commentar)
anchor	SA_GS41_phaladipika	1200	1599	[low] Phaladīpikā (Wikipedia (Phaladeepika))
anchor	SA_GK21_suksaptu	1100	1199	[low] Śukasaptati (Wikipedia (Śukasaptati))
anchor	SA_K12_n2967u	700	899	[medium] Śrīguhyasamājatantra (Wikipedia / academic dating studies)
anchor	SA_T11_pramanvu	600	660	[high] Pramāṇavārttika (Stanford Encyclopedia / Wikipedia (Dha)
anchor	SA_GSP29_snyayvpu	480	700	[low] Nyāyāvatāra (Encyclopedia.com / scholarly debate on)
anchor	SA_K10_arthaviniscaya	200	770	[low] Arthaviniścayasūtra + Nibandhana (Wikipedia / Samtani edition (Vīryaśrīd)
anchor	SA_GS40_rasarnpu	1000	1300	[medium] Rasārṇava: Paṭalas 1-12 (Rasaśāstra scholarship (wisdomlib, etc)
anchor	SA_MB_SATARATNASAMGRAHAM_hk	1300	1399	[medium] umāpatiśivācārya: śataratnasaṃgr (Encyclopedia.com (Umāpati Śivācārya))
anchor	SA_K08_bsu020_u	1	199	[medium] Kāśyapaparivartasūtra [Kāśyapapa (Encyclopedia of Buddhism / Oxford Refe)
anchor	SA_K08_kasyparu	1	199	[medium] Kāśyapaparivartasūtra [Kāśyapapa (Encyclopedia of Buddhism / Oxford Refe)
anchor	SA_GSD36_brhasp_u	200	500	[low] Bṛhaspatismṛti (Wikipedia (Dharmaśāstra) / Kane)
anchor	SA_K10_bsu019	300	599	[medium] Kāraṇḍavyūha Sūtra [Avalokiteśva (Wikipedia (Kāraṇḍavyūha Sūtra))
anchor	SA_T02_n2998u	975	1050	[medium] Laghutantraṭīkā (Cicuzza critical edition / Tibetan Bud)
anchor	SA_GR14_muktacau	1520	1586	[medium] Muktācarita (Wikipedia (Raghunatha dasa Goswami))
anchor	SA_MB_Pranatosini_5_BhaktiKandaHK	1820	1821	[high] rāmatoṣaṇa compiler: prāṇatoṣiṇī (wisdomlib / Aufrecht Catalogus Catalog)
anchor	SA_GSP28_prakp13u	800	999	[medium] Prakaraṇapañcikā: Prakaraṇa 11,  (Indian Philosophy Blog / Freschi schol)
anchor	SA_GSP28_prakp11u	800	999	[medium] Prakaraṇapañcikā: Prakaraṇa 11,  (Indian Philosophy Blog / Freschi schol)
anchor	SA_GR14_kbss_1-u	1820	1880	[low] Bhāvanāsārasaṃgraha (Exotic India / Gaudiya sources (Siddha)
anchor	SA_GK16_udkassku	750	800	[high] Kāvyālaṃkārasārasaṃgraha (Wisdomlib; Rajatarangini synchronism)
anchor	SA_GK16_udkass_u	750	800	[high] Kāvyālaṃkārasārasaṃgraha (Wisdomlib; Rajatarangini synchronism)
anchor	SA_GSD36_brhasppu	200	500	[medium] Bṛhaspatismṛti: Vyavahārakāṇḍa (Jolly/Aiyangar reconstruction; smṛti c)
anchor	SA_MB_sivasuutravimarsiniiHK	1000	1050	[high] vasugupta author śivasūtra: śiva (Sanskrit-trikashaivism; Kashmir Shaiva)
anchor	SA_K10_divav29u	100	200	[medium] Aśokāvadāna (Encyclopedia of Buddhism; Strong, Lege)
anchor	SA_K12_bsu035_u	200	450	[medium] Suvarṇaprabhāsasūtra (Wikipedia Golden Light Sutra; Nobel)
anchor	SA_K12_sdurst_u	600	700	[low] Sarvadurgatipariśodhana Tantra (Skorupski edition; Java transmission c)
anchor	SA_GR13_malinivu	700	900	[medium] Mālinīvijayottaratantra (Sanderson; sanskrit-trikashaivism)
anchor	SA_K14_mavadsuu	-100	200	[low] Mahāvadānasūtra (Waldschmidt/Fukita editions; āgama par)
anchor	SA_K14_n445u	-100	200	[low] Mahāvadānasūtra (Waldschmidt/Fukita editions; āgama par)
anchor	SA_MB_paramarthasaraHK	975	1025	[high] abhinavagupta: paramārthasāra (Sanskrit-trikashaivism; Abhinavagupta )
anchor	SA_GR14_ss1_tatu	1540	1600	[high] Ṣaṭsandarbha: 1. Tattvasandarbha (Wikipedia Sat Sandarbhas; Gupta)
anchor	SA_T13_n929u	80	150	[high] Saundarananda Mahākāvya (Britannica; Aśvaghoṣa floruit (Kaniṣka)
anchor	SA_GE07_mbh_15_u	-300	400	[medium] Mahābhārata: Āśramavāsikaparvan (Wikipedia; Brockington; standard MBh c)
anchor	SA_GSP29_vnyps11u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps42u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps41u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps52u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps51u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps12u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_GSP29_vnyps31u	1268	1369	[high] Nyāyapariśuddhi: Adhyāya 3.1 (Wikipedia Vedanta Desika; Narasimhacha)
anchor	SA_MB_kamakalavilasaHK	1300	1375	[medium] puṇyānanda: kāmakalāvilāsa (Wisdomlib; teacher of Amṛtānanda (fl. )
